PeakID (cmd=annotatePeaks.pl ENCFF558YNC.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak_16435	chr8	60630645	60630975	+	107	NA	Intergenic	Intergenic	-2015	NM_001293769	71306	Mm.23242	NM_027756	ENSMUSG00000031647	Mfap3l	4933428A15Rik|5430405D20Rik|AI461995|AW125052|NYD-sp9|mKIAA0626	microfibrillar-associated protein 3-like	protein-coding
Peak_16125	chr2	74684197	74684431	+	107	NA	non-coding (NR_073086, exon 2 of 2)	non-coding (NR_073086, exon 2 of 2)	1991	NM_008273	15431	Mm.207763	NM_008273	ENSMUSG00000042499	Hoxd11	E230017H14Rik|Hox-4.6|Hox-5.4|Hox-5.5	homeobox D11	protein-coding
Peak_19605	chr4	9375512	9375632	+	107	NA	intron (NM_001355183, intron 3 of 5)	ORR1B1|LTR|ERVL-MaLR	106255	NM_028940	74438	Mm.473368	NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding
Peak_20575	chr8	4053963	4054118	+	107	NA	Intergenic	B4|SINE|B4	51724	NM_026956	69142	Mm.171061	NM_026956	ENSMUSG00000051906	Cd209f	1810029C22Rik|AI647041|SIGNR8	CD209f antigen	protein-coding
Peak_16035	chr13	23394727	23394885	+	107	NA	Intergenic	Intergenic	-25598	NM_172586	218100	Mm.286454	NM_172586	ENSMUSG00000046351	Zfp322a	Znf322|Znf322a	zinc finger protein 322A	protein-coding
Peak_19282	chr3	55012778	55012972	+	107	NA	Intergenic	Intergenic	42180	NM_007628	12427	Mm.4815	NM_007628	ENSMUSG00000027793	Ccna1	-	cyclin A1	protein-coding
Peak_18067	chr15	58515875	58516223	+	107	NA	Intergenic	Intergenic	100581	NM_145959	210998	Mm.3224	NM_145959	ENSMUSG00000037119	Fam91a1	AV220772|BC033609|D15Ertd621e|SKIN|mKIAA0493	family with sequence similarity 91, member A1	protein-coding
Peak_18378	chr17	48143280	48143484	+	107	NA	intron (NM_001177897, intron 2 of 3)	B4|SINE|B4	2925	NM_001177897	328829	Mm.466999	NM_177824	ENSMUSG00000073386	9830107B12Rik	Trem5	RIKEN cDNA 9830107B12 gene	protein-coding
Peak_19976	chr6	43932072	43932194	+	107	NA	Intergenic	Intergenic	-265855	NM_001311111	29807	Mm.320979	NM_013861	ENSMUSG00000029735	Tpk1	-	thiamine pyrophosphokinase	protein-coding
Peak_17386	chr12	53965951	53966082	+	107	NA	intron (NM_013780, intron 6 of 11)	intron (NM_013780, intron 6 of 11)	237858	NM_028133	112407	Mm.133037	NM_028133	ENSMUSG00000035105	Egln3	2610021G09Rik|AI505553|AI648162|Hif-p4h-3|Phd3|SM-20	egl-9 family hypoxia-inducible factor 3	protein-coding
Peak_21279	chr16	49925214	49925416	+	107	NA	Intergenic	Intergenic	-30515	NR_153658	100503490	Mm.72499	NR_153658		Gm19723	-	predicted gene, 19723	ncRNA
Peak_17525	chr13	112653495	112653784	+	107	NA	Intergenic	ID_B1|SINE|B4	-1329	NM_010029	13206	Mm.12818	NM_010029	ENSMUSG00000021758	Ddx4	AV206478|Mvh|VASA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	protein-coding
Peak_16203	chr7	128418932	128419156	+	107	NA	promoter-TSS (NM_026418)	promoter-TSS (NM_026418)	-872	NM_026418	67865	Mm.18635	NM_026418	ENSMUSG00000030844	Rgs10	2310010N19Rik	regulator of G-protein signalling 10	protein-coding
Peak_18854	chr2	134956707	134956838	+	107	NA	intron (NM_001145830, intron 2 of 31)	intron (NM_001145830, intron 2 of 31)	170608	NM_019677	18795	Mm.330607	NM_019677	ENSMUSG00000051177	Plcb1	3110043I21Rik|AI132408|Plcb|mKIAA0581	phospholipase C, beta 1	protein-coding
Peak_17452	chr12	88543937	88544193	+	107	NA	Intergenic	Intergenic	-166742	NR_045888	71818	Mm.490789	NR_045888	ENSMUSG00000113434	3200001D21Rik	-	RIKEN cDNA 3200001D21 gene	ncRNA
Peak_16247	chrX	60891742	60892056	+	107	NA	3' UTR (NM_009237, exon 1 of 1)	3' UTR (NM_009237, exon 1 of 1)	1531	NM_009237	20675	Mm.35784	NM_009237	ENSMUSG00000045179	Sox3	Sox-3	SRY (sex determining region Y)-box 3	protein-coding
Peak_18845	chr2	132391126	132391389	+	107	NA	Intergenic	Intergenic	-5810	NM_144944	246313	Mm.283777	NM_144944	ENSMUSG00000050558	Prokr2	B830005M06Rik|EG-VEGRF2|Gpcr73l1|Gpr73l1|PKR2	prokineticin receptor 2	protein-coding
Peak_18731	chr19	47839090	47839277	+	107	NA	Intergenic	RMER21B|LTR|ERV1	-1822	NM_027559	100048534	Mm.29457	NM_027559	ENSMUSG00000044948	Cfap43	4632415N18Rik|4930428C11Rik|4930463G05Rik|AI429486|D19Ertd652e|Wdr96	cilia and flagella associated protein 43	protein-coding
Peak_18194	chr16	37917781	37917959	+	107	NA	intron (NM_153394, intron 1 of 9)	intron (NM_153394, intron 1 of 9)	1374	NM_153394	239845	Mm.228018	NM_153394	ENSMUSG00000046961	Gpr156	Gababl	G protein-coupled receptor 156	protein-coding
Peak_17313	chr12	13069622	13069966	+	107	NA	Intergenic	Intergenic	-127958	NM_008709	18109	Mm.16469	NM_008709	ENSMUSG00000037169	Mycn	N-myc|Nmyc|Nmyc-1|Nmyc1|bHLHe37|c-nmyc	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	protein-coding
Peak_21129	chrX	48347059	48347247	+	107	NA	intron (NM_178782, intron 2 of 14)	B1_Mur4|SINE|Alu	5795	NM_178782	320376	Mm.210146	NM_178782	ENSMUSG00000036959	Bcorl1	6720425J07Rik|B930011H20Rik	BCL6 co-repressor-like 1	protein-coding
Peak_18730	chr19	45675303	45675446	+	107	NA	Intergenic	Intergenic	-15181	NM_013907	30838	Mm.254739	NM_013907	ENSMUSG00000040913	Fbxw4	Dac|Fbw4|SHFM3|SHSF3|dactylin|dactylyn	F-box and WD-40 domain protein 4	protein-coding
Peak_18850	chr2	134150194	134150370	+	107	NA	Intergenic	Intergenic	404070	NM_010403	15112	Mm.26634	NM_010403	ENSMUSG00000027261	Hao1	GOX|Gox1|Hao-1	hydroxyacid oxidase 1, liver	protein-coding
Peak_18442	chr17	75472582	75472721	+	107	NA	intron (NM_001360103, intron 1 of 16)	intron (NM_001360103, intron 1 of 16)	7113	NM_001360103	240168	Mm.329203	NM_207246	ENSMUSG00000071042	Rasgrp3	BC066069|Gm327	RAS, guanyl releasing protein 3	protein-coding
Peak_18042	chr15	51292319	51292450	+	107	NA	intron (NR_045092, intron 2 of 5)	intron (NR_045092, intron 2 of 5)	103226	NR_045092	100502643	Mm.131987	NR_045092	ENSMUSG00000115654	Gm19303	-	predicted gene, 19303	ncRNA
Peak_20503	chr8	28983542	28983699	+	107	NA	intron (NM_153135, intron 1 of 17)	intron (NM_153135, intron 1 of 17)	236016	NM_001347501	210801	Mm.248433	NM_153135	ENSMUSG00000063626	Unc5d	D930029E11Rik|Unc5h4|mKIAA1777	unc-5 netrin receptor D	protein-coding
Peak_17249	chr11	93001058	93001346	+	107	NA	Intergenic	Intergenic	-97164	NM_001361707	72605	Mm.342160	NM_028296	ENSMUSG00000056158	Car10	2700029L05Rik|BB085816|Ca10	carbonic anhydrase 10	protein-coding
Peak_21178	chr2	74787340	74787465	+	107	NA	Intergenic	B1F|SINE|Alu	24422	NM_010467	15429	Mm.4932	NM_010467	ENSMUSG00000042448	Hoxd1	Hox-4.9	homeobox D1	protein-coding
Peak_17626	chr13	48624236	48624478	+	107	NA	intron (NM_207232, intron 1 of 9)	MER5B|DNA|hAT-Charlie	1315	NM_207232	218232	Mm.315089	NM_207232	ENSMUSG00000038042	Ptpdc1	AI843923|AW456874|Naa-1|Ptpcd1	protein tyrosine phosphatase domain containing 1	protein-coding
Peak_16772	chr10	96307998	96308172	+	107	NA	Intergenic	B3A|SINE|B2	81878	NR_110448	74881	Mm.410819	NR_110448	ENSMUSG00000112762	4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
Peak_18358	chr17	42317946	42318113	+	107	NA	intron (NM_001355270, intron 1 of 2)	intron (NM_001355270, intron 1 of 2)	1429	NM_001355270	627626	Mm.390999	NM_028474	ENSMUSG00000042256	Ptchd4	3110082D06Rik|Gm321	patched domain containing 4	protein-coding
Peak_18394	chr1	75765996	75766146	+	107	NA	Intergenic	Intergenic	219609	NM_001357150	20536	Mm.5053	NM_009208	ENSMUSG00000006576	Slc4a3	A930038D23Rik|Ae3	solute carrier family 4 (anion exchanger), member 3	protein-coding
Peak_20022	chr6	65155236	65155387	+	107	NA	Intergenic	Intergenic	-10581	NM_019455	54486	Mm.410688	NM_019455	ENSMUSG00000029919	Hpgds	H-PGDS|Ptgds2	hematopoietic prostaglandin D synthase	protein-coding
Peak_19956	chr6	33119446	33119571	+	107	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-59248	NM_001355667	66075	Mm.21501	NM_025336	ENSMUSG00000053768	Chchd3	0610041L09Rik|1700039J09Rik|AW558177	coiled-coil-helix-coiled-coil-helix domain containing 3	protein-coding
Peak_19652	chr5	128728913	128729110	+	107	NA	Intergenic	Intergenic	-7235	NM_021311	57749	Mm.272720	NM_021311	ENSMUSG00000029423	Piwil1	MIWI	piwi-like RNA-mediated gene silencing 1	protein-coding
Peak_21329	chr8	10152977	10153086	+	107	NA	promoter-TSS (NM_001319151)	promoter-TSS (NM_001319151)	-880	NM_001319151	244281	Mm.422761	NM_001081397	ENSMUSG00000039057	Myo16	BM140241|C230040D10Rik|Gm1105|NYAP3|mKIAA0865	myosin XVI	protein-coding
Peak_18527	chr18	4013608	4013758	+	107	NA	Intergenic	Intergenic	-152149	NM_026092	67328	Mm.158148	NM_026092	ENSMUSG00000024233	Lyzl1	1700038F02Rik|Lyc2|Lyzd1	lysozyme-like 1	protein-coding
Peak_18659	chr19	17833417	17833570	+	107	NA	intron (NM_001163144, intron 1 of 20)	intron (NM_001163144, intron 1 of 20)	4139	NM_001163144	18552	Mm.3401	NM_001163144	ENSMUSG00000024713	Pcsk5	PC5|PC6|SPC6|b2b1549Clo|b2b585Clo	proprotein convertase subtilisin/kexin type 5	protein-coding
Peak_16512	chr14	75809851	75809963	+	107	NA	Intergenic	Intergenic	-22870	NM_026232	67554	Mm.46067	NM_026232	ENSMUSG00000022003	Slc25a30	4933433D23Rik|AV025504|AV221431|AW319655|KMCP1	solute carrier family 25, member 30	protein-coding
Peak_21018	chr9	72233954	72234122	+	107	NA	Intergenic	B4A|SINE|B4	-40850	NM_146224	235469	Mm.242791	NM_146224	ENSMUSG00000038535	Zfp280d	A930005F02Rik|BC027163|Suhw4|ZNF634|Znf280d	zinc finger protein 280D	protein-coding
Peak_18391	chr17	5560760	5561054	+	107	NA	intron (NM_146073, intron 1 of 8)	B3A|SINE|B2	68307	NM_146073	224454	Mm.487663	NM_146073	ENSMUSG00000034265	Zdhhc14	B530001K09Rik|New1cp	zinc finger, DHHC domain containing 14	protein-coding
Peak_21188	chr6	5189681	5189909	+	107	NA	intron (NM_011134, intron 1 of 8)	intron (NM_011134, intron 1 of 8)	4151	NM_011134	18979	Mm.237657	NM_011134	ENSMUSG00000002588	Pon1	Pon	paraoxonase 1	protein-coding
Peak_16782	chr10	99448881	99449018	+	107	NA	Intergenic	Intergenic	-160222	NR_038019	100504202	Mm.403801	NR_038019	ENSMUSG00000111962	Gm20110	-	predicted gene, 20110	ncRNA
Peak_16255	chr14	70556190	70556427	+	107	NA	intron (NM_021877, intron 2 of 19)	intron (NM_021877, intron 2 of 19)	2252	NM_021877	15460	Mm.7598	NM_021877	ENSMUSG00000022096	Hr	ALUNC|AU|N|ba|bldy|hr|rh|rh-bmh|rhino	hairless	protein-coding
Peak_21228	chr10	18876619	18876765	+	107	NA	Intergenic	Intergenic	31621	NM_022032	64058	Mm.28209	NM_022032	ENSMUSG00000019851	Perp	1110017A08Rik|KCP1|KRTCAP1|PIGPC1|THW	PERP, TP53 apoptosis effector	protein-coding
Peak_18318	chr1	69390330	69390477	+	107	NA	Intergenic	Intergenic	-282344	NM_010154	13869	Mm.442420	NM_010154	ENSMUSG00000062209	Erbb4	Her4|c-erbB-4	erb-b2 receptor tyrosine kinase 4	protein-coding
Peak_17365	chr1	24589811	24590006	+	107	NA	Intergenic	Intergenic	-2471	NM_007733	12823	Mm.329196	NM_007733	ENSMUSG00000026141	Col19a1	-	collagen, type XIX, alpha 1	protein-coding
Peak_17153	chr1	176276502	176276802	+	107	NA	Intergenic	MIRb|SINE|MIR	-1340	NM_176916	319455	Mm.338001	NM_176916	ENSMUSG00000055214	Pld5	B230365F16Rik	phospholipase D family, member 5	protein-coding
Peak_19541	chr4	65236007	65236198	+	107	NA	intron (NM_021362, intron 8 of 21)	MER3|DNA|hAT-Charlie	111928	NM_021362	18491	Mm.317854	NM_021362	ENSMUSG00000028370	Pappa	8430414N03Rik|IGFBP-4ase|PAG1|PAPP-A	pregnancy-associated plasma protein A	protein-coding
Peak_19555	chr4	66042407	66042573	+	107	NA	intron (NM_207109, intron 5 of 22)	intron (NM_207109, intron 5 of 22)	361993	NM_019514	56079	Mm.445312	NM_019514	ENSMUSG00000028373	Astn2	1d8|Astnl|bM452J22.1	astrotactin 2	protein-coding
Peak_17382	chr1	25302041	25302160	+	107	NA	intron (NM_175642, intron 16 of 30)	ORR1D1|LTR|ERVL-MaLR	-24146	NM_001204913	100504323	Mm.484176	NM_001204913		Gm20172	-	predicted gene, 20172	protein-coding
Peak_20323	chr8	108329867	108330029	+	107	NA	Intergenic	Intergenic	254729	NR_077224	109215	Mm.65282	NR_077224	ENSMUSG00000110613	Lncbate1	3010033K07Rik|Lnc-BATE1	brown adipose tissue enriched long non-coding RNA 1	ncRNA
Peak_18429	chr17	71550261	71550462	+	107	NA	Intergenic	RLTR31D_MM|LTR|ERVK	-1700	NM_001142631	70891	Mm.477599	NM_029254	ENSMUSG00000052525	Spdya	4921517J08Rik|4930548B21Rik|GS4|MLZ-465|Spdy1	speedy/RINGO cell cycle regulator family, member A	protein-coding
Peak_19540	chr4	65232593	65232840	+	107	NA	intron (NM_021362, intron 8 of 21)	Charlie25|DNA|hAT-Charlie	108542	NM_021362	18491	Mm.317854	NM_021362	ENSMUSG00000028370	Pappa	8430414N03Rik|IGFBP-4ase|PAG1|PAPP-A	pregnancy-associated plasma protein A	protein-coding
Peak_16822	chr11	111845817	111846244	+	107	NA	Intergenic	Intergenic	779866	NM_008425	16518	Mm.4951	NM_008425	ENSMUSG00000041695	Kcnj2	IRK1|Kcnf1|Kir2.1	potassium inwardly-rectifying channel, subfamily J, member 2	protein-coding
Peak_19022	chr2	70377317	70377477	+	107	NA	intron (NM_177376, intron 32 of 34)	LTR50|LTR|ERVL	-97526	NM_022435	64406	Mm.423397	NM_022435	ENSMUSG00000075304	Sp5	-	trans-acting transcription factor 5	protein-coding
Peak_18361	chr17	42999440	42999753	+	107	NA	Intergenic	Intergenic	-16959	NM_178589	94185	Mm.200792	NM_178589	ENSMUSG00000023915	Tnfrsf21	AA959878|DR6|R74815|TR7	tumor necrosis factor receptor superfamily, member 21	protein-coding
Peak_21058	chr9	91414871	91415012	+	107	NA	Intergenic	Intergenic	45969	NM_009576	22774	Mm.8062	NM_009576	ENSMUSG00000036972	Zic4	-	zinc finger protein of the cerebellum 4	protein-coding
Peak_19132	chr3	127433397	127433570	+	107	NA	intron (NM_001327938, intron 1 of 47)	Lx8|LINE|L1	-24425	NM_001327939	109676	Mm.220242	NM_178655	ENSMUSG00000032826	Ank2	100043364|AI835472|AW491075|Ank-2|Gm4392	ankyrin 2, brain	protein-coding
Peak_19422	chr4	118790185	118790320	+	107	NA	Intergenic	Intergenic	-7666	NM_146309	258306	Mm.377426	NM_146309	ENSMUSG00000111159	Olfr1337	MOR259-10|Olfr219-ps1	olfactory receptor 1337	protein-coding
Peak_16516	chr2	148035560	148035897	+	107	NA	Intergenic	Intergenic	9736	NM_001291067	15376	Mm.938	NM_010446	ENSMUSG00000037025	Foxa2	HNF3-beta|HNF3beta|Hnf-3b|Hnf3b|Tcf-3b|Tcf3b	forkhead box A2	protein-coding
Peak_21342	chr9	32538576	32538864	+	107	NA	intron (NM_008026, intron 1 of 8)	intron (NM_008026, intron 1 of 8)	2732	NM_008026	14247	Mm.258908	NM_008026	ENSMUSG00000016087	Fli1	EWSR2|Fli-1|SIC-1|Sic1	Friend leukemia integration 1	protein-coding
Peak_18100	chr1	56987266	56987516	+	107	NA	Intergenic	Intergenic	-7143	NM_001358580	212712	Mm.145599	NM_139146	ENSMUSG00000038331	Satb2	mKIAA1034	special AT-rich sequence binding protein 2	protein-coding
Peak_18367	chr17	43865788	43865925	+	107	NA	intron (NM_001357742, intron 2 of 4)	T-rich|Low_complexity|Low_complexity	61853	NM_001286653	53901	Mm.251242	NM_030598	ENSMUSG00000039601	Rcan2	Csp2|Dscr1l1|MCIP2|ZAKI-4	regulator of calcineurin 2	protein-coding
Peak_20796	chr8	89122367	89122538	+	107	NA	Intergenic	L1_Mur3|LINE|L1	-78290	NM_021390	58198	Mm.214361	NM_021390	ENSMUSG00000031665	Sall1	Msal-3	spalt like transcription factor 1	protein-coding
Peak_20616	chr8	48645127	48645254	+	107	NA	intron (NM_001145937, intron 2 of 26)	intron (NM_001145937, intron 2 of 26)	29500	NM_011857	23965	Mm.42191	NM_011857	ENSMUSG00000031561	Tenm3	2610100B16Rik|Odz1|Odz3|Ten-m3|mKIAA1455	teneurin transmembrane protein 3	protein-coding
Peak_19332	chr3	78474515	78474641	+	107	NA	Intergenic	Intergenic	670309	NM_001310536	76089	Mm.31220	NM_001099624	ENSMUSG00000062232	Rapgef2	5830453M24Rik|CNRasGEF|Pdzgef1|RA-GEF-1|mKIAA0313|nRapGEP	Rap guanine nucleotide exchange factor (GEF) 2	protein-coding
Peak_18101	chr15	70183827	70184008	+	107	NA	Intergenic	Intergenic	259684	NR_045071	100503580	Mm.404646	NR_045071	ENSMUSG00000116483	Gm19782	-	predicted gene, 19782	ncRNA
Peak_17949	chr14	93888151	93888357	+	107	NA	exon (NM_001271799, exon 2 of 4)	exon (NM_001271799, exon 2 of 4)	2415	NM_001271799	211712	Mm.37126	NM_001081377	ENSMUSG00000055421	Pcdh9	-	protocadherin 9	protein-coding
Peak_17926	chr14	78794895	78795042	+	107	NA	Intergenic	Intergenic	-54210	NM_027906	219189	Mm.159651	NM_027906	ENSMUSG00000058997	Vwa8	1300010F03Rik|4932416F07Rik|AI957255|Kiaa0564|mKIAA0564	von Willebrand factor A domain containing 8	protein-coding
Peak_19656	chr5	131059453	131059694	+	107	NA	intron (NM_145218, intron 5 of 10)	MTC|LTR|ERVL-MaLR	247949	NM_145218	212996	Mm.299204	NM_145218	ENSMUSG00000034040	Wbscr17	AA388321|E330012B09Rik|Galnt17	Williams-Beuren syndrome chromosome region 17 homolog (human)	protein-coding
Peak_20273	chr8	102703549	102703818	+	107	NA	intron (NM_009866, intron 2 of 12)	LTR16A|LTR|ERVL	81428	NM_009866	12552	Mm.1571	NM_009866	ENSMUSG00000031673	Cdh11	Cad11|OSF-4	cadherin 11	protein-coding
Peak_16955	chr1	138313144	138313281	+	107	NA	Intergenic	Intergenic	39474	NM_177397	338375	Mm.114424	NM_177397	ENSMUSG00000026394	Atp6v1g3	-	ATPase, H+ transporting, lysosomal V1 subunit G3	protein-coding
Peak_21017	chr9	72113056	72113293	+	107	NA	Intergenic	Intergenic	-1355	NM_011544	21406	Mm.171615	NM_011544	ENSMUSG00000032228	Tcf12	A130037E08Rik|ALF1|HEB|HEBAlt|HTF-4|HTF4|ME1|REB|bHLHb20	transcription factor 12	protein-coding
Peak_20576	chr8	40861607	40861828	+	107	NA	promoter-TSS (NM_001044740)	promoter-TSS (NM_001044740)	-650	NM_001044740	11988	Mm.4676	NM_007514	ENSMUSG00000031596	Slc7a2	20.5|AI158848|Atrc2|CAT-2|Cat2|Tea	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	protein-coding
Peak_19606	chr4	94082437	94082631	+	107	NA	Intergenic	Intergenic	474262	NM_026368	67770	Mm.35170	NM_026368	ENSMUSG00000028578	Caap1	5830433M19Rik|AI536248|CAAP	caspase activity and apoptosis inhibitor 1	protein-coding
Peak_16972	chr11	40697849	40697969	+	107	NA	Intergenic	Intergenic	-2706	NM_001199274	108645	Mm.293771	NM_134017	ENSMUSG00000042032	Mat2b	1110064C04Rik|2410018D16Rik|AI182287|AU022853|MAT-II|MATIIbeta|TGR	methionine adenosyltransferase II, beta	protein-coding
Peak_16613	chr10	126426662	126426848	+	107	NA	Intergenic	Intergenic	283636	NR_105841	102465224		NR_105841	ENSMUSG00000098756	Mir378d	Gm27650|mmu-mir-378d	microRNA 378d	ncRNA
Peak_19902	chr6	138170268	138170383	+	107	NA	Intergenic	Intergenic	28738	NM_001361309	56615	Mm.14796	NM_019946	ENSMUSG00000008540	Mgst1	1500002K10Rik|Gst	microsomal glutathione S-transferase 1	protein-coding
Peak_17140	chr11	71647252	71647405	+	107	NA	Intergenic	Intergenic	-103357	NM_001357960	216881	Mm.48648	NM_177618	ENSMUSG00000020811	Wscd1	mKIAA0523	WSC domain containing 1	protein-coding
Peak_21187	chr6	42384522	42384730	+	107	NA	Intergenic	Intergenic	-11358	NM_023580	13835	Mm.133330	NM_023580	ENSMUSG00000029859	Epha1	5730453L17Rik|AL033318|Eph|Esk	Eph receptor A1	protein-coding
Peak_16905	chr1	126971317	126971475	+	107	NA	Intergenic	Lx8|LINE|L1	-140764	NM_176957	210356	Mm.377234	NM_172484	ENSMUSG00000049690	Nckap5	8430408F21|D130011D22Rik|E030049G20Rik|Erih1|Erih2|Gm1548|Nap5	NCK-associated protein 5	protein-coding
Peak_18198	chr16	38938586	38938760	+	107	NA	intron (NM_170599, intron 1 of 6)	intron (NM_170599, intron 1 of 6)	36328	NM_170599	207683	Mm.245564	NM_170599	ENSMUSG00000022790	Igsf11	1700025L02Rik|BT-IgSF|Igsf13	immunoglobulin superfamily, member 11	protein-coding
Peak_17363	chr1	24584008	24584239	+	107	NA	intron (NM_007733, intron 1 of 50)	intron (NM_007733, intron 1 of 50)	3314	NM_007733	12823	Mm.329196	NM_007733	ENSMUSG00000026141	Col19a1	-	collagen, type XIX, alpha 1	protein-coding
Peak_21227	chr10	10689885	10690091	+	107	NA	intron (NM_016976, intron 8 of 8)	intron (NM_016976, intron 8 of 8)	-61058	NR_046010	78056	Mm.271285	NR_046010	ENSMUSG00000112730	4930567K20Rik	1700038H22Rik	RIKEN cDNA 4930567K20 gene	ncRNA
Peak_20992	chr9	53847413	53847533	+	107	NA	Intergenic	MIRc|SINE|MIR	-2778	NM_025540	66402	Mm.29132	NM_025540	ENSMUSG00000042045	Sln	2310045A07Rik	sarcolipin	protein-coding
Peak_20773	chr8	82140106	82140267	+	107	NA	Intergenic	Lx4A|LINE|L1	262400	NM_008357	16168	Mm.4392	NM_008357	ENSMUSG00000031712	Il15	AI503618|IL-15	interleukin 15	protein-coding
Peak_20325	chr8	108705403	108705613	+	107	NA	Intergenic	Intergenic	-9136	NM_007496	11906	Mm.416972	NM_007496	ENSMUSG00000038872	Zfhx3	A230102L03Rik|Atbf1|Sci|WBP9|mKIAA4228	zinc finger homeobox 3	protein-coding
Peak_19553	chr4	65832432	65832763	+	107	NA	intron (NM_207109, intron 10 of 22)	intron (NM_207109, intron 10 of 22)	227611	NM_053084	69807	Mm.22786	NM_053084	ENSMUSG00000051675	Trim32	1810045E12Rik|3f3|BBS11|Zfp117	tripartite motif-containing 32	protein-coding
Peak_16133	chr2	9897344	9897500	+	107	NA	Intergenic	Intergenic	-7882	NR_040511	77682	Mm.488621	NR_040511	ENSMUSG00000079602	9230102O04Rik	-	RIKEN cDNA 9230102O04 gene	ncRNA
Peak_16023	chr12	24680162	24680494	+	107	NA	intron (NM_001004455, intron 1 of 4)	intron (NM_001004455, intron 1 of 4)	1467	NM_001004455	12879	Mm.52265	NM_138686	ENSMUSG00000062563	Cys1	2900006B19Rik|AV218859|Ccap|ck|cpk	cystin 1	protein-coding
Peak_18858	chr2	136157384	136157554	+	107	NA	intron (NM_001360384, intron 4 of 10)	intron (NM_001360384, intron 4 of 10)	99721	NM_029530	76161	Mm.41638	NM_029530	ENSMUSG00000027270	Lamp5	3110035N03Rik|6330527O06Rik|BAD-LAMP|LAMP-5	lysosomal-associated membrane protein family, member 5	protein-coding
Peak_16276	chr6	31238527	31238651	+	107	NA	intron (NR_040260, intron 1 of 5)	intron (NR_040260, intron 1 of 5)	18238	NR_040258	73652	Mm.441297	NR_040257	ENSMUSG00000087380	2210408F21Rik	-	RIKEN cDNA 2210408F21 gene	ncRNA
Peak_19266	chr3	49755304	49755453	+	107	NA	exon (NM_130448, exon 1 of 4)	exon (NM_130448, exon 1 of 4)	1938	NM_130448	73173	Mm.87246	NM_130448	ENSMUSG00000037892	Pcdh18	3110038E07Rik|BB095589|PCDH68L	protocadherin 18	protein-coding
Peak_18528	chr18	40257794	40258066	+	107	NA	promoter-TSS (NM_026135)	promoter-TSS (NM_026135)	-431	NM_026135	383348	Mm.76366	NM_026135	ENSMUSG00000051401	Kctd16	4930434H12Rik|Gm1267	potassium channel tetramerisation domain containing 16	protein-coding
Peak_18894	chr2	154978195	154978452	+	107	NA	Intergenic	Intergenic	-35247	NM_015770	50518	Mm.315593	NM_015770	ENSMUSG00000027596	a	A<y>|ASIP|ASP|As	nonagouti	protein-coding
Peak_21224	chr6	6883457	6883617	+	107	NA	Intergenic	Intergenic	-1469	NM_010056	13395	Mm.4873	NM_010056	ENSMUSG00000029755	Dlx5	AI385752	distal-less homeobox 5	protein-coding
Peak_21171	chr2	169577655	169577801	+	107	NA	Intergenic	Intergenic	-55918	NM_080455	228911	Mm.315789	NM_080455	ENSMUSG00000047907	Tshz2	2900073F20Rik|B830045G17|Mtsh2|Sdccag33l|Tsh2|Zfp218|mKIAA4248|teashirt2	teashirt zinc finger family member 2	protein-coding
